entity	type	label_pt	comment_pt	label_en	comment_en	wikidata
Manaus	Municipalities_in_Amazonas_(Brazilian_state)	Manaus	Manaus é um município brasileiro, capital do estado do Amazonas e o principal centro financeiro, corporativo e econômico da Região Norte do Brasil. É uma cidade histórica e portuária, localizada no centro da maior floresta tropical do mundo. Situa-se na confluência dos rios Negro e Solimões, sendo uma das cidades brasileiras mais conhecidas mundialmente, principalmente pelo seu potencial turístico e pelo ecoturismo, o que faz de Manaus o décimo maior destino de turistas no Brasil. Pertence à mesorregião do Centro Amazonense e à microrregião homônima, e destaca-se pelo seu patrimônio arquitetônico e cultural, com notáveis museus, teatros, templos, palácios e bibliotecas. Está localizada no extremo norte do país, a 3 490 quilômetros da capital nacional, Brasília.	Manaus	Manaus (Portuguese pronunciation: [mɐˈnaws] or [mɐˈnawʃ]) or Manaós before 1939 or (formerly) Lugar de Barra do Rio Negro, is the capital city of the state of Amazonas in the North Region of Brazil. It is situated at the confluence of the Negro and Solimões rivers. With a population of more than 2 million, it is the most populous city of Amazonas, and also the most populous city of the Amazon rainforest.	
Manicoré	Municipalities_in_Amazonas_(Brazilian_state)	Manicoré	Manicoré é um município brasileiro do interior do estado do Amazonas, Região Norte do país. Pertencente à mesorregião do Sul Amazonense e microrregião do Madeira, sua população estimada pelo Instituto Brasileiro de Geografia e Estatística (IBGE) era de 53 053 habitantes em 2014. Localizado nas margens do Rio Madeira, a cidade possui uma posição estratégica entre Manaus e Porto Velho.	Manicoré	Manicoré is a town and municipality located in the south-east of the Brazilian state of Amazonas.	
Manoel_Urbano	Municipalities_in_Acre_(state)	Manoel Urbano	Manoel Urbanoé um município brasileiro localizado no interior do estado do Acre. Sua população, de acordo com estimativas do Instituto Brasileiro de Geografia e Estatística (IBGE), era de 8 514 habitantes em 2014.	Manoel Urbano	Manoel Urbano is a municipality located in the center-western region of the Brazilian state of Acre.As of 2010 it was one of the poorest municipalities in Brazil, with a low Human Development Index.	
Maracanã,_Pará	Municipalities_in_Pará	Maracanã (Pará)	Maracanã é um município litorâneo brasileiro do estado do Pará. Localiza-se a uma latitude 00º35'42 sul e a uma longitude 47º34'55 oeste, estando a uma altitude de 45 metros e possui uma área de 777,3,99 km². Sua população estimada em 2004 era de 28.628 habitantes. De topônimo indígena, Maracanã é uma ave, espécie de arara comum na Amazônia e em todo o Brasil, também conhecida por Araguaiaí, Araguari e Aruaí. A ave ganhou esse nome devido fazer o ruído de chocalho, daí o nome maracá (chocalho) e nã (falso).	Maracanã, Pará	Maracanã, Pará is a municipality in the state of Pará in the Northern region of Brazil. The municipality contains the lower reaches of the Maracanã River, which is joined by the Caripi River before widening into Maracanã Bay and emptying into the Atlantic Ocean beside Maiandeua Island.The banks of the rivers are protected by the 30,179 hectares (74,570 acres) Maracanã Marine Extractive Reserve, created in 2002.	
Maracaçumé	Municipalities_in_Maranhão	Maracaçumé	Maracaçumé é um município da microrregião de Gurupi, mesorregião do Oeste Maranhense, estado do Maranhão, Brasil. Sua população era estimada em 19.155 habitantes conforme o censo de 2010, e sua área é de 448 km². Foi criado em 1997.	Maracaçumé	Maracaçumé is a municipality in the state of Maranhão in the Northeast region of Brazil.	
Marajá_do_Sena	Municipalities_in_Maranhão	Marajá do Sena	Marajá do Sena é um município brasileiro localizado no estado do Maranhão. Sua população estimada em 2015 era de 7 658 habitantes. Em 2010, o município apareceu como a com a menor renda per capita familiar do Brasil, com apenas R$96,25 por cidadão.O IDH Índice de Desenvolvimento Humano do município é o segundo menor do estado do Maranhão (depois de Fernando Falcão) e quarto menor entre os municípios do país, possuindo o indicador semelhante ao registrado em países como Birmânia e Iémen no mesmo ano. Se fosse um país independente em 2010, seria o 37° país com o menor IDH do mundo.	Marajá do Sena	Marajá do Sena is a municipality in the state of Maranhão in the Northeast region of Brazil.	
Maranhãozinho	Municipalities_in_Maranhão	Maranhãozinho	Maranhãozinho é um município brasileiro do estado do Maranhão. Sua população é de 14.065 habitantes (Censo 2010).	Maranhãozinho	Maranhãozinho is a Brazilian municipality in the state of Maranhão. Its population is 15,734 (2015) and its area is 761 km2.	
Marapanim	Municipalities_in_Pará	Marapanim	Marapanim é um município brasileiro do estado do Pará. Localiza-se a uma latitude 00º43'03 sul e a uma longitude 47º41'59 oeste, estando a uma altitude de 40 metros. Sua população estimada em 2004 era de 27 171 habitantes.Possui uma área de 799,2,99 km².O município é famoso por possuir praias paradisíacas. As mais famosas são Marudá, Camará, Crispim e Sacaiteua.Existem resquícios de povos indígenas na região anteriores a ocupação de religiosos. A história oficial tem início no século XVII , quando os padres jesuítas ali chegaram e fundaram uma fazenda, que chamaram de Bom Intento. A fazenda, na época da Lei Pombalina, em 1775, foi confiscada dos jesuítas e entregue à particulares. O domínio das terras chegou as mãos do padre José Maria do Valle, que dela separou uma parte, doando-a par	Marapanim	Marapanim is a municipality in the state of Pará in the Northern region of Brazil. The municipality is on the left (west) bank of the Marapanim River.It contains the 26,465 hectares (65,400 acres) Mestre Lucindo Marine Extractive Reserve, created in 2014.	
Maraã	Municipalities_in_Amazonas_(Brazilian_state)	Maraã	Maraã é um município brasileiro do interior do estado do Amazonas, Região Norte do país. Pertencente à Mesorregião do Norte Amazonense e Microrregião de Japurá, localiza-se a noroeste de Manaus, capital do estado, distando desta cerca de 615 quilômetros. Sua população, estimada pelo IBGE em 2014, era de 18 367 habitantes, sendo assim o quadragésimo primeiro município mais populoso do estado do Amazonas e o mais populoso de sua microrregião. Seu Índice de Desenvolvimento Humano (IDH) é de 0.498, de acordo com dados de 2010, o que é considerado muito baixo pelo PNDU.	Maraã	Maraã is a municipality located in the Brazilian state of Amazonas. Its population was 20,254 (2005) and its area is 16,910 km². Together with the municipality Japurá it forms the microregion Japurá. The municipality contains part of the Amanã Sustainable Development Reserve.	
Marcelândia	Municipalities_in_Mato_Grosso	Marcelândia	Marcelândia é um município brasileiro do estado de Mato Grosso. Localiza-se à latitude 11º05'22 sul e à longitude 54º27'02 oeste, estando à altitude de 290 metros. Sua população estimada em 2004 era de 17 353 habitantes, em 2007 a população caiu para 14.084 segundo dados do IBGE. Possui área de 13127,1 km². Em 2007, Marcelândia havia sido considerado, o município líder em desmatamento na Amazônia, no topo da lista dos que mais desmataram. Porém nesse mesmo ano ocorreram queimadas descontroladas de pasto que podem ter sido confundidas com desmatamento.	Marcelândia	Marcelândia is a municipality in the state of Mato Grosso in the Central-West Region of Brazil.	
Marechal_Thaumaturgo	Municipalities_in_Acre_(state)	Marechal Thaumaturgo	Marechal Thaumaturgoé um município brasileiro do interior do estado do Acre. Sua população, de acordo com estimativas do Instituto Brasileiro de Geografia e Estatística (IBGE), era de 16 380 habitantes em 2014.	Marechal Thaumaturgo	Marechal Thaumaturgo is a municipality located in the west of the Brazilian state of Acre. Its population is 13 061 and its area is 7,744 km². The municipality contains 5% of the 846,633 hectares (2,092,080 acres) Serra do Divisor National Park, created in 1989.It contains 5% of the Alto Tarauacá Extractive Reserve, created in 2000.	
Marianópolis_do_Tocantins	Municipalities_in_Tocantins	Marianópolis do Tocantins	Marianópolis do Tocantins é um município brasileiro do estado do Tocantins. Localiza-se a uma latitude 09º47'45 sul e a uma longitude 49º39'15 oeste, estando a uma altitude de 146 metros.	Marianópolis do Tocantins	Marianópolis do Tocantins is a municipality in the state of Tocantins in the Northern region of Brazil.	
Marituba	Municipalities_in_Pará	Marituba	Marituba é um município brasileiro do estado do Pará, Região Norte do país, localizado na Região Metropolitana de Belém, distante 11 km da capital. Possui uma extensão territorial de 103,279 km². Segundo dados do Instituto Brasileiro de Geografia e Estatística (IBGE), em 2016 sua população foi estimada em 125.435 habitantes, sendo o nono maior município do Pará, e seu PIB em 2013 foi de R$ 1,152 Bilhões estando na décima quarta posição entre as cidades do estado. Em 2010, seu Índice de Desenvolvimento Humano (IDH-M) era de 0,676,considerado médio, ocupando o quinto lugar no ranking estadual.	Marituba	Marituba is a municipality in the state of Pará in the Northern region of Brazil. It is the smallest municipality of Pará and the smallest in all Northern Brazil.	
Mata_Roma	Municipalities_in_Maranhão	Mata Roma	Mata Roma é um município brasileiro do estado do Maranhão. Sua população estimada em 2004 era de 12.411 habitantes.	Mata Roma	Mata Roma is a municipality in the state of Maranhão in the Northeast region of Brazil. In 2004 it was estimated to have 12 411 inhabitants.	
Mateiros	Municipalities_in_Tocantins	Mateiros	Mateiros é um município brasileiro do estado do Tocantins. Localiza-se a uma latitude 10º32'51 sul e a uma longitude 46º25'16 oeste, estando a uma altitude de 493 metros. Sua população estimada em 2004 era de 1.831 habitantes. Possui uma área de 5913,75 km². Fundado em 1992 por José de Ribamar Costa Filho.	Mateiros	Mateiros is the easternmost city in the state of Tocantins. It is the only city in Tocantins to border the state of Piauí The municipality is in the Jalapão microregion.	
Matinha	Municipalities_in_Maranhão	Matinha	Matinha é um município brasileiro do estado do Maranhão. Sua população estimada em 2004 era de 21.207 habitantes.	Matinha	Matinha is a municipality in the state of Maranhão in the Northeast region of Brazil. The municipality contains a small part of the Baixada Maranhense Environmental Protection Area, a 1,775,035.6 hectares (4,386,208 acres) sustainable use conservation unit created in 1991 that has been a Ramsar Site since 2000.	
Matupá	Municipalities_in_Mato_Grosso	Matupá	Matupá é um município brasileiro localizado na região norte do estado de Mato Grosso. Localiza-se a uma latitude 10º03'27 sul e a uma longitude 54º55'58 oeste, estando a uma altitude de 280 metros, e tem uma área de 7156,51 km². Sua população estimada em 2009 era de 15.170 habitantes.	Matupá	Matupá is a municipality in the state of Mato Grosso in the Central-West Region of Brazil. The city is served by Orlando Villas-Bôas Regional Airport.	
Matões	Municipalities_in_Maranhão	Matões	Matões é um município brasileiro do estado do Maranhão. Sua população estimada em 2004 era de 27.005 habitantes.	Matões	Matões is a municipality in the state of Maranhão in the Northeast region of Brazil.	
Matões_do_Norte	Municipalities_in_Maranhão	Matões do Norte	Matões do Norte é uma cidade e um município do estado do Maranhão, na microrregião de Itapecuru Mirim, Mesorregião do Norte Maranhense. O município tem cerca de 7 700 habitantes e 747 km². Foi criado em 1997.	Matões do Norte	Matões do Norte is a municipality in the state of Maranhão in the Northeast region of Brazil. The municipality contains a small part of the Baixada Maranhense Environmental Protection Area, a 1,775,035.6 hectares (4,386,208 acres) sustainable use conservation unit created in 1991 that has been a Ramsar Site since 2000.	
Maurilândia_do_Tocantins	Municipalities_in_Tocantins	Maurilândia do Tocantins	Maurilândia do Tocantins é um município brasileiro do estado do Tocantins. Localiza-se a uma latitude 05º57'11 sul e a uma longitude 47º30'23 oeste, estando a uma altitude de 0 metros. Sua população estimada em 2004 era de 3 257 habitantes.Possui uma área de 792,475 km².	Maurilândia do Tocantins	Maurilândia do Tocantins is a municipality in the state of Tocantins in the Northern region of Brazil.	
Maués	Municipalities_in_Amazonas_(Brazilian_state)	Maués (Amazonas)		Maués	Maués is a town and municipality located in the Brazilian state of Amazonas. Its population was 45,813 (2005) and its area is 39,988 km².	
Mazagão	Municipalities_in_Amapá	Mazagão (Amapá)	Mazagão é um município brasileiro no sul do estado do Amapá. A população estimada em 2014 era de 19 157 habitantes e a área é de 13,131 km², o que resulta numa densidade demográfica de 1,42708 hab/km². Seus limites são Pedra Branca do Amapari e Porto Grande a norte, Santana a nordeste, a foz do rio Amazonas a sudeste, Vitória do Jari a sul e Laranjal do Jari a oeste.	Mazagão	Mazagão  (Portuguese: Município de Mazagão) is a municipality located in the south of the state of Amapá in Brazil. Its population is 17,030 and its area is 13,131 square kilometres (5,070 sq mi). The city was named after the Portuguese colony Mazagão in North Africa, now El Jadida, which the Portuguese abandoned in 1769 after some 250 years of occupation. Many of its inhabitants were evacuated to Brazil, where they founded a new settlement Nova Mazagão (0°12′59″S 51°25′55.6″W﻿ / ﻿0.21639°S 51.432111°W), now known as Mazagão Velho.The municipality contains part of the Jari Ecological Station.It also contains 8.56% of the 2,369,400 hectares (5,855,000 acres) Amapá State Forest, a sustainable use conservation unit established in 2006.	
Medicilândia	Municipalities_in_Pará	Medicilândia	Medicilândia é um município brasileiro do estado do Pará, pertencente à Mesorregião do Sudoeste Paraense. Localiza-se no norte brasileiro, a uma latitude 03º26'46 sul e a uma longitude 52º53'20 oeste, estando a uma altitude de 151 metros. Sua população estimada em 2004 era de 22 276 habitantes.Possui uma área de 8309,499 km². Medicilândia e capital nacional do cacau onde se tem a fabrica cacauway e onde tem um dos melhores chocolate alem de ter um festival anual com nome cacaufest.	Medicilândia	Medicilândia is a municipality in the state of Pará in the Northern region of Brazil.	
Melgaço,_Pará	Municipalities_in_Pará	Melgaço (Pará)	Melgaço é um município brasileiro situado do estado do Pará, especificamente no Arquipélago do Marajó, a uma latitude 01º48'16 sul e a uma longitude 50º42'44 oeste, estando a uma altitude de 12 metros em relação ao nível do mar. Possui uma área de aproximadamente 6774 km² e uma população estimada em 2014 de 26 133 habitantes, segundo o Instituto Brasileiro de Geografia e Estatística (IBGE). O município detém o mais baixo Índice de Desenvolvimento Humano (IDH) entre os municípios do Brasil.	Melgaço, Pará	Melgaço is a Brazilian municipality in the state of Pará. It stands at an altitude of 12 meters. Its population was estimated in 2005 at 25,153 inhabitants, according to the IBGE. It is located 290 km, in a straight line, from the capital of the state. It borders Portel, Breves, Bagre, Gurupá and Porto de Moz. The hymn and seal of the municipality were composed by Francisco de Oliveira e Souza. The Estação Científica Ferreira Pena (Ferreira Pena Science Station) is located in the rural area of Melgaço, on a river named Curuá, a tributary of the Caxiuanã.	
Milagres_do_Maranhão	Municipalities_in_Maranhão	Milagres do Maranhão	Milagres do Maranhão é um município brasileiro do estado do Maranhão. Sua população estimada em 2004 era de 7.540 habitantes.	Milagres do Maranhão	Milagres do Maranhão is a municipality in the state of Maranhão in the Northeast region of Brazil.	
Ministro_Andreazza	Municipalities_in_Rondônia	Ministro Andreazza	Ministro Andreazza é um município brasileiro do estado de Rondônia.	Ministro Andreazza	Ministro Andreazza is a municipality located in the Brazilian state of Rondônia. Its population was 10,823 (2015) and its area is 798 km².	
Miracema_do_Tocantins	Municipalities_in_Tocantins	Miracema do Tocantins	Miracema do Tocantins é um município do estado do Tocantins, no Brasil. Localiza-se a uma latitude 09º34'02 sul e a uma longitude 48º23'30 oeste, estando a uma altitude de 197 metros. Sua população estimada em 2010 era de 20 684 habitantes. Possui uma área de 2 667,075 km². Foi a capital estadual até 1990. A cidade forma uma conurbação com o município vizinho de Tocantínia.	Miracema do Tocantins	Miracema do Tocantins is a municipality of the Brazilian state of Tocantins. Its estimated population in 2015 was 19,634 inhabitants. It has an area of 2,656 km2 and an average elevation of 197 m. It was the state capital until 1990.	
Mirador,_Maranhão	Municipalities_in_Maranhão	Mirador (Maranhão)	Mirador é um município brasileiro do estado do Maranhão. Localiza-se a uma latitude 06º22'15 sul e a uma longitude 44º21'47 oeste, estando a uma altitude de 186 metros.A cidade liga o extremo leste do estado, Sua população estimada em 2015 era de 20.596 habitantes. Possui uma área de 8524,94 km². Em Mirador, fica localizado o Parque Estadual, onde nascem os rios Alpercatas e Itapecuru, sendo o Itapecuru um dos maiores e mais importante rio do Maranhão. O município possui uma grande concentração de criadores de gado e produtores de soja, que movimenta o comércio da cidade.	Mirador, Maranhão	Mirador is a municipality in the state of Maranhão in the Northeast region of Brazil. It contains the 500,000 hectares (1,200,000 acres) Mirador State Park, created in 1980.	
Miranda_do_Norte	Municipalities_in_Maranhão	Miranda do Norte	Miranda do Norte é um município brasileiro do estado do Maranhão. Sua população é de em de 17.742 habitantes (Censo 2007). O município é sede da Região de Planejamento dos Eixos Rodoferroviários.	Miranda do Norte	Miranda do Norte is a municipality in the state of Maranhão in the Northeast region of Brazil.	
Miranorte	Municipalities_in_Tocantins	Miranorte	Miranorte é um município brasileiro do estado do Tocantins. Localiza-se a uma latitude 09º31'46 sul e a uma longitude 48º35'24 oeste, estando a uma altitude de 222 metros às margens da BR 153. Sua população estimada em 2008 era de 12.200 habitantes, sendo a 15ª maior do estado.	Miranorte	Miranorte is a municipality in the state of Tocantins in the Northern region of Brazil.	
Mirante_da_Serra	Municipalities_in_Rondônia	Mirante da Serra	Mirante da Serra é um município brasileiro do estado de Rondônia.	Mirante da Serra	Mirante da Serra is a municipality located in the Brazilian state of Rondônia. Its population was 12,360 (2015) and its area is 1,192 km².	
Mirassol_d'Oeste	Municipalities_in_Mato_Grosso	Mirassol d'Oeste	Mirassol d'Oeste é um município brasileiro do estado de Mato Grosso.	Mirassol d'Oeste	Mirassol d'Oeste is a municipality in the state of Mato Grosso in the Central-West Region of Brazil.	
Mirinzal	Municipalities_in_Maranhão	Mirinzal	Mirinzal é um município brasileiro do estado do Maranhão.	Mirinzal	Mirinzal is a municipality in the state of Maranhão in the Northeast region of Brazil. The municipality contains a small part of the Baixada Maranhense Environmental Protection Area, a 1,775,035.6 hectares (4,386,208 acres) sustainable use conservation unit created in 1991 that has been a Ramsar Site since 2000.	
Mocajuba	Municipalities_in_Pará	Mocajuba	Mocajuba é um município brasileiro do estado do Pará. Localiza-se a uma latitude 02º35'03 sul e a uma longitude 49º30'26 oeste, estando a uma altitude de 30 metros. Sua população estimada em 2015 é de 35.335 habitantes.Possui uma área de 870,809 km². Mocajuba é uma das 50 melhores cidades para se viver na Região Norte, devido ao seu IDH - Índice de Desenvolvimento Humano, que diferencia muito a cidade das demais do Pará e da Região Norte.Mocajuba é cortada por um dos maiores rios brasileiros, o Rio Tocantins e no município ele chega a uma largura de mais de 3 km.	Mocajuba	Mocajuba is a municipality in the state of Pará in the Northern region of Brazil.	
Moju	Municipalities_in_Pará	Moju	Moju é um município brasileiro do estado do Pará, pertencente a Microrregião de Tomé-Açu.	Moju	Moju is a municipality in the state of Pará in the Northern region of Brazil.	
Mojuí_dos_Campos	Municipalities_in_Pará	Mojuí dos Campos	Mojuí dos Campos é um município brasileiro do estado do Pará, pertencente à Mesorregião do Baixo Amazonas. Localiza-se no norte brasileiro, a uma latitude 02º10'17 sul e longitude 56º44'42 oeste.	Mojuí dos Campos	Mojuí dos Campos is a municipality in the state of Pará in the Northern region of Brazil. The city had already emancipated from Santarém in 2006, but since that date no municipal elections were run in the city until the 2012 one.	
Monte_Alegre,_Pará	Municipalities_in_Pará	Monte Alegre (Pará)	Monte Alegre é um município brasileiro do estado do Pará, pertencente à Mesorregião do Baixo Amazonas. Localiza-se no norte brasileiro, a uma latitude 02º00'28 sul e longitude 54º04'09 oeste.	Monte Alegre, Pará	Monte Alegre, Pará is a municipality in the state of Pará in the Northern region of Brazil. It is located along the Amazon River in northern Brazil. Near this area along the Amazon River is the Caverna del Pedra Pintada, an ancient archeological site with numerous rock paintings and pictographs. Excavations at the cave have found evidence of ancient peoples.	
Monte_Negro,_Rondônia	Municipalities_in_Rondônia	Monte Negro	Monte Negro é um município brasileiro do estado de Rondônia.	Monte Negro, Rondônia	Monte Negro is a municipality located in the Brazilian state of Rondônia. Its population was 15,873 (2015) and its area is 1,931 km².	
Monte_Santo_do_Tocantins	Municipalities_in_Tocantins	Monte Santo do Tocantins	Monte Santo do Tocantins é um município brasileiro do estado do Tocantins. Localiza-se a uma latitude 10º00'21 sul e a uma longitude 48º59'37 oeste, estando a uma altitude de 280 metros. Sua população estimada em 2004 era de 1 917 habitantes. Possui uma área de 1082,75 km². Monte Santo do Tocantins é a menor cidade do estado do Tocantins, em número de habitantes na sede municipal. É também uma das menores cidades do Brasil, sendo um dos únicos municípios do Tocantins onde a população urbana dos seus povoados e distritos supera a população da sede municipal. De acordo com o Censo brasileiro de 2010, a população urbana da sede do município era de 450 habitantes em 2010, sendo que a população do povoado Campina Verde era de 635 habitantes, enquanto que a população da zona rural era de 1.000	Monte Santo do Tocantins	Monte Santo do Tocantins is a municipality in the state of Tocantins in the Northern region of Brazil.	
Monte_do_Carmo	Municipalities_in_Tocantins	Monte do Carmo	Monte do Carmo é um município brasileiro do estado do Tocantins, a 89 km da capital do estado, Palmas. O município, com uma população estimada em seis mil habitantes, está localizado na região central do estado, a uma altitude média de 295 m. Tem uma área total de 3.359,7 km² e uma densidade demográfica de 1,62 habitantes/km². É um dos caminhos para o Jalapão e dispõe de rodovia asfaltada. A cidade é amplamente conhecida por ser a terra natal do cantor Rick Sollo.	Monte do Carmo	Monte do Carmo is a municipality in the state of Tocantins in the Northern region of Brazil.	
Montes_Altos	Municipalities_in_Maranhão	Montes Altos	Montes Altos é um município brasileiro do estado do Maranhão.	Montes Altos	Montes Altos is a municipality in the state of Maranhão in the Northeast region of Brazil.	
Monção,_Maranhão	Municipalities_in_Maranhão	Monção (Maranhão)	Monção é um município brasileiro do estado do Maranhão. Localiza-se a uma latitude 03º29'30 sul e a uma longitude 45º15'04 oeste, estando a uma altitude de 14 metros. Sua população estimada em 2010 é de 31.748 habitantes.Possui uma área de 1415,94 km².	Monção, Maranhão	Monção, Maranhão is a municipality in the state of Maranhão in the Northeast region of Brazil. The municipality contains a small part of the Baixada Maranhense Environmental Protection Area, a 1,775,035.6 hectares (4,386,208 acres) sustainable use conservation unit created in 1991 that has been a Ramsar Site since 2000.	
Morros	Municipalities_in_Maranhão	Morros (Maranhão)	Morros é um município brasileiro do estado do Maranhão. Sua população é de 17.077 habitantes (Censo 2007). Seu principal ponto turístico é o Rio Una, que atrai muitos turistas de todo o estado.	Morros	Morros, Maranhão is a municipality in the state of Maranhão in the Northeast region of Brazil.	
Muaná	Municipalities_in_Pará	Muaná	Muaná é um município brasileiro do estado do Pará, localizado no Marajó pertencente a Microrregião do Arari.	Muaná	Muaná is a Brazilian municipality located in the state of Pará. Its population as of 2008 is estimated to be 30,117 people. The area of the municipality is 3,765.524 km². The city belongs to the mesoregion Marajó and to the microregion of Arari. The municipality is contained in the 59,985 square kilometres (23,160 sq mi) Marajó Archipelago Environmental Protection Area, a sustainable use conservation unit established in 1989 to protect the environment of the delta region.	
Mucajaí	Municipalities_in_Roraima	Mucajaí	Mucajaí é um município brasileiro do estado de Roraima. Situa-se na margem direita do rio Mucajaí (um dos afluentes do rio Branco), por tal razão recebeu este nome.	Mucajaí	Mucajaí is a municipality located in the midwest of the state of Roraima in Brazil. Its population is 16,380 (2015) and its area is 12,461 km². The municipality contains part of the Roraima National Forest.	
Muricilândia	Municipalities_in_Tocantins	Muricilândia	Muricilândia é um município brasileiro do estado do Tocantins. Localiza-se a uma latitude 07º08'45 sul e a uma longitude 48º36'36 oeste, estando a uma altitude de 190 metros. Sua população estimada em 2013 era de 3.356 habitantes.Possui uma área de 1248,75 km².	Muricilândia	Muricilândia is a municipality in the state of Tocantins in the Northern region of Brazil.	
Mâncio_Lima	Municipalities_in_Acre_(state)	Mâncio Lima	Mâncio Lima é um município brasileiro localizado no interior do estado do Acre. A cidade é conhecida por ser o município mais ocidental do Brasil, abrigando o ponto extremo oeste do território brasileiro na nascente do rio Moa, situada na fronteira com o Peru. É também o município brasileiro mais distante em linha reta da capital federal Brasília. Entre Mâncio Lima e Brasília, a distância em linha reta é de aproximadamente 2 870 km. Sua população, de acordo com estimativas do Instituto Brasileiro de Geografia e Estatística (IBGE), era de 16 795 habitantes em 2014.	Mâncio Lima	Mâncio Lima is the westernmost municipality of Brazil and it is located in the state of Acre. It is also the northernmost city of that state. Its population is 13,785 and its area is 4,672 km². Its counterparts in the North, South and East are respectively Uiramutã, state of Roraima; Chuí, Rio Grande do Sul; and João Pessoa, Paraíba. The municipality contains 32% of the 846,633 hectares (2,092,080 acres) Serra do Divisor National Park, created in 1989.	
Mãe_do_Rio	Municipalities_in_Pará	Mãe do Rio	Mãe do Rio é um município brasileiro do estado do Pará. Localizado a Leste do Pará, na mesorregião do Nordeste paraense, Microrregião do Guamá.	Mãe do Rio	Mãe do Rio is a municipality in the state of Pará in the Northern region of Brazil.	
Natividade,_Tocantins	Municipalities_in_Tocantins	Natividade (Tocantins)	Natividade é um município brasileiro do estado do Tocantins. Localiza-se a uma latitude 11º42'35 sul e a uma longitude 47º43'24 oeste, estando a uma altitude de 323 metros. Sua população estimada é de 11.325 habitantes. Possui uma área de 3210,95 km². O antigo Arraial de São Luiz, pertencente a família do wesley Rodrigues Farias (localizado no topo da serra que fica logo ao lado da cidade) foi criado em 1734 e é o mais antigo núcleo urbano já fundado no estado do Tocantins. As rodovias que dão acesso à cidade são a BR-010/TO-050 e a TO-280.	Natividade, Tocantins	Natividade (meaning the nativity) is a municipality (município) in the state of Tocantins in Brazil. The estimated population in 2015 was 9,291, the area is 3,240 km². The elevation is 323 m.	
Nazaré,_Tocantins	Municipalities_in_Tocantins	Nazaré (Tocantins)	Nazaré é um município brasileiro do estado do Tocantins. Localiza-se a uma latitude 06º22'18 sul e a uma longitude 47º34'50 oeste, estando a uma altitude de 240 metros. Sua população estimada em 2004 era de 5 594 habitantes.	Nazaré, Tocantins	Nazaré, Tocantins is a municipality in the state of Tocantins in the Northern region of Brazil.	
Nhamundá	Municipalities_in_Amazonas_(Brazilian_state)	Nhamundá	Nhamundá é um município brasileiro do interior do estado do Amazonas, Região Norte do país. Pertencente à Mesorregião do Centro Amazonense e Microrregião de Parintins, localiza-se a leste de Manaus, capital do estado, distando desta cerca de 375 quilômetros. Ocupa uma área de 14 105,619 km² e sua população, contada pelo IBGE em 2010, era de 18 502 habitantes, sendo assim o trigésimo quinto município mais populoso do estado do Amazonas e o quarto de sua microrregião. Sua área representa 0.8980 % da área do estado do Amazonas, 0.3661 % da Região Norte e 0.166 % de todo o território brasileiro.	Nhamundá	Nhamundá is the easternmost municipality in the Brazilian state of Amazonas. Its population was 18,198 (2008) and its area is 14,106 km².	
Nina_Rodrigues	Municipalities_in_Maranhão	Nina Rodrigues (Maranhão)	Nina Rodrigues é um município brasileiro do estado do Maranhão. Localiza-se à latitude 03º27'58 sul e à longitude 43º54'18 oeste, estando à altitude de 15 metros. Sua população estimada em 2014 era de 13 746 habitantes.Possui uma área de 559,394 km². Nina Rodrigues desmembrou-se de Vargem Grande e foi elevada à categoria de município e distrito com a denominação atual, pela lei estadual nº 2183, de 30 de dezembro de 1961.	Nina Rodrigues	Nina Rodrigues is a municipality in the state of Maranhão in the Northeast region of Brazil.	
Nobres	Municipalities_in_Mato_Grosso	Nobres	Nobres é um município brasileiro do estado de Mato Grosso.	Nobres	Nobres is a city in the state of Mato Grosso, Brazil. It is located approximately 140 kilometers from Cuiabá on the south slopes of the Serra Azul. Tourists are encouraged to visit the region for its beautiful waterways and limestone caves. The municipality contains the 12,513 hectares (30,920 acres) Gruta da Lagoa Azul State Park (Cave of the Blue Lagoon State Park), created in 1999.The rock deposits in the area have also been used to study post-glacial carbonates.The municipality contains most of the 11,328 hectares (27,990 acres) Águas do Cuiabá Ecological Station, a fully protected conservation unit in the cerrado biome.	
Normandia,_Roraima	Municipalities_in_Roraima	Normandia (Roraima)	Normandia é um município do estado brasileiro de Roraima. Localizado na Microrregião do Nordeste de Roraima que, por sua vez, faz parte da Mesorregião do Norte de Roraima.	Normandia, Roraima	Normandia is a city located in the northeastern region of the Brazilian state of Roraima. Normandia covers 6,966.81 km2 (2,689.90 sq mi), and has a population of 9,754 with a population density of 1.28 inhabitants per square kilometer. The city consists almost entirely of indigenous areas; 98.6% of the land area of the city is part of the Raposa Serra do Sol indigenous reserve. The remaining area consists of the city seat located close to the Brazil-Guyana border.	
Nortelândia	Municipalities_in_Mato_Grosso	Nortelândia	Nortelândia é um município brasileiro do estado de Mato Grosso com uma população estimada em 2010 de 6 438 habitantes. Sua área é de 1355,71 km². Sua localização geográfica e altitude é: latitude 14º27'17 sul e longitude 56º48'10 oeste, estando a uma altitude de 244 metros.	Nortelândia	Nortelândia is a municipality in the state of Mato Grosso in the Central-West Region of Brazil.	
